Dataset,#TrainingRelease,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
OPENJPA,9,IBK,OVERSAMPLING,NO,NO,984,300,726,695,0.7663551401869159,0.586063132817153,0.5780545599986997,0.27321134475917463,
OPENJPA,10,IBK,OVERSAMPLING,NO,NO,1423,2356,1060,432,0.37655464408573697,0.7671159029649596,0.5216105279105147,0.06258807643739855,
OPENJPA,11,IBK,OVERSAMPLING,NO,NO,532,1634,958,96,0.24561403508771928,0.8471337579617835,0.6136037759495164,0.11242245287901058,
OPENJPA,12,IBK,OVERSAMPLING,NO,NO,625,1991,1056,79,0.23891437308868502,0.8877840909090909,0.7006703221499537,0.11464343411031624,
OPENJPA,13,IBK,OVERSAMPLING,NO,NO,441,423,2774,221,0.5104166666666666,0.6661631419939577,0.7696499834153431,0.4762382668710687,
OPENJPA,14,IBK,OVERSAMPLING,NO,NO,516,1908,1225,143,0.21287128712871287,0.7830045523520486,0.6258374918327443,0.08457157707996696,
OPENJPA,15,IBK,OVERSAMPLING,NO,NO,597,1884,1302,46,0.24062877871825877,0.9284603421461898,0.5139490519857971,0.15747620345151137,
OPENJPA,16,IBK,OVERSAMPLING,NO,NO,181,2603,1065,24,0.06501436781609195,0.8829268292682927,0.6551792696225762,0.024972407648637226,
OPENJPA,17,IBK,OVERSAMPLING,NO,NO,0,181,3733,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,678,356,NaN,0.0,0.5,0.0,
OPENJPA,2,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,19,0,842,364,1.0,0.04960835509138381,0.5248041775456919,0.06695180541373019,
OPENJPA,3,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,48,0,859,397,1.0,0.10786516853932585,0.553932584269663,0.13740519068502655,
OPENJPA,4,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,12,0,919,457,1.0,0.0255863539445629,0.5127931769722814,0.033602895918777895,
OPENJPA,5,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,88,0,1586,505,1.0,0.14839797639123103,0.5741989881956155,0.20234123046165708,
OPENJPA,6,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,89,1,1623,505,0.9888888888888889,0.14983164983164984,0.5746079431424259,0.2041452511431065,
OPENJPA,7,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,126,2,1945,1348,0.984375,0.08548168249660787,0.5422272305652017,0.09499092512038765,
OPENJPA,8,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,369,0,842,1159,1.0,0.24149214659685864,0.6207460732984293,0.18448762048627382,
OPENJPA,9,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,316,22,1004,1363,0.9349112426035503,0.18820726622989875,0.5833823855515965,0.1329688790577881,
OPENJPA,10,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,24,0,3416,1831,1.0,0.01293800539083558,0.5064690026954178,0.01670557073444182,
OPENJPA,11,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,19,23,2569,609,0.4523809523809524,0.030254777070063694,0.5106906601399701,0.033073464066200334,
OPENJPA,12,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,61,3,3044,643,0.953125,0.08664772727272728,0.5428315761404661,0.1316930499495457,
OPENJPA,13,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,86,0,3197,576,1.0,0.1299093655589124,0.5649546827794562,0.1983230592339217,
OPENJPA,14,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,76,0,3133,583,1.0,0.11532625189681335,0.5576631259484067,0.1772327901652134,
OPENJPA,15,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,161,0,3186,482,1.0,0.25038880248833595,0.6251944012441679,0.3572706662441189,
OPENJPA,16,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,41,106,3562,164,0.2789115646258503,0.2,0.5855507088331516,0.1974757218965698,
OPENJPA,17,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,33,3881,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,30,4,674,326,0.8823529411764706,0.08426966292134831,0.5391849789532995,0.09980688665407379,
OPENJPA,2,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,106,70,772,277,0.6022727272727273,0.27676240208877284,0.5968135050823912,0.22707874587014684,
OPENJPA,3,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,96,40,819,349,0.7058823529411765,0.2157303370786517,0.5845822814613282,0.20315936310054927,
OPENJPA,4,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,80,52,867,389,0.6060606060606061,0.17057569296375266,0.5569962251543464,0.13832752417043478,
OPENJPA,5,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,150,124,1462,443,0.5474452554744526,0.25295109612141653,0.5873834925752102,0.2101584870245981,
OPENJPA,6,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,101,40,1584,493,0.7163120567375887,0.17003367003367004,0.5727015640808745,0.19178490512893098,
OPENJPA,7,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,171,1135,812,1303,0.13093415007656967,0.11601085481682497,0.26653136474790917,-0.47349253360074,
OPENJPA,8,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1477,818,24,51,0.6435729847494553,0.9666230366492147,0.4975632997972914,-0.00612606803159771,
OPENJPA,9,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,259,56,970,1420,0.8222222222222222,0.1542584871947588,0.5498387952542995,0.07920202952029519,
OPENJPA,10,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,557,2289,1127,1298,0.19571328179901618,0.30026954177897575,0.31509378728293047,-0.3295825246016067,
OPENJPA,11,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,469,1993,599,159,0.19049553208773354,0.7468152866242038,0.4889554828182747,-0.0104865776705542,
OPENJPA,12,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,113,61,2986,591,0.6494252873563219,0.16051136363636365,0.5702458360682638,0.19772233568845957,
OPENJPA,13,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,166,314,2883,496,0.3458333333333333,0.25075528700906347,0.5762691042489796,0.17119851261766697,
OPENJPA,14,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,87,57,3076,572,0.6041666666666666,0.13201820940819423,0.5569123922878826,0.16461846241783368,
OPENJPA,15,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,101,181,3005,542,0.35815602836879434,0.15707620528771385,0.5501325784756209,0.12921788150566235,
OPENJPA,16,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,77,210,3458,128,0.2682926829268293,0.375609756097561,0.6591789238503072,0.26779263985824275,
OPENJPA,17,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,133,3781,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,270,369,309,86,0.4225352112676056,0.7584269662921348,0.6070895893407576,0.1801687513722812,
OPENJPA,2,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,270,159,683,113,0.6293706293706294,0.7049608355091384,0.7580623654980371,0.4997642947006843,
OPENJPA,3,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,325,126,733,120,0.720620842572062,0.7303370786516854,0.79182744503015,0.5817646552645783,
OPENJPA,4,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,440,537,382,29,0.4503582395087001,0.9381663113006397,0.676917758479482,0.27966976642686453,
OPENJPA,5,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,360,226,1360,233,0.6143344709897611,0.6070826306913997,0.7322928916382597,0.4663089733704366,
OPENJPA,6,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,371,93,1531,223,0.7995689655172413,0.6245791245791246,0.783656557363454,0.6096227495416094,
OPENJPA,7,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1181,864,1083,293,0.5775061124694376,0.8012211668928086,0.6787307683462502,0.34139716554802874,
OPENJPA,8,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,932,36,806,596,0.9628099173553719,0.6099476439790575,0.7835961497805026,0.49351302804709124,
OPENJPA,9,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,983,299,727,696,0.766770670826833,0.5854675402025015,0.6470222691265919,0.27346756649729836,
OPENJPA,10,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1402,2354,1062,453,0.37326943556975506,0.7557951482479784,0.5333425389951836,0.054033224982243507,
OPENJPA,11,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,532,1593,999,96,0.2503529411764706,0.8471337579617835,0.6162752123142251,0.12219521406920332,
OPENJPA,12,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,625,1991,1056,79,0.23891437308868502,0.8877840909090909,0.6171772440105021,0.11464343411031624,
OPENJPA,13,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,441,418,2779,221,0.5133876600698487,0.6661631419939577,0.767707783070798,0.4789127646774044,
OPENJPA,14,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,516,1908,1225,143,0.21287128712871287,0.7830045523520486,0.5870017974016866,0.08457157707996696,
OPENJPA,15,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,597,1884,1302,46,0.24062877871825877,0.9284603421461898,0.6685616211672568,0.15747620345151137,
OPENJPA,16,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,181,2603,1065,24,0.06501436781609195,0.8829268292682927,0.5866378966406894,0.024972407648637226,
OPENJPA,17,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,181,3733,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,53,27,651,303,0.6625,0.14887640449438203,0.6685703987272547,0.13366034976540134,
OPENJPA,2,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,363,493,349,20,0.42406542056074764,0.9477806788511749,0.7634532971973977,0.27103548514695286,
OPENJPA,3,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,193,127,732,252,0.603125,0.4337078651685393,0.7171730912610692,0.3066165329143049,
OPENJPA,4,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,125,33,886,344,0.7911392405063291,0.26652452025586354,0.786798944806513,0.2753132651591529,
OPENJPA,5,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,360,373,1213,233,0.49113233287858116,0.6070826306913997,0.7629011438620816,0.3463051777807702,
OPENJPA,6,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,316,286,1338,278,0.5249169435215947,0.531986531986532,0.7576177414539483,0.3543646828575438,
OPENJPA,7,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,290,579,1368,1184,0.333716915995397,0.19674355495251017,0.36732780975358537,-0.105917733838126,
OPENJPA,8,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,1478,455,387,50,0.7646145887221935,0.9672774869109948,0.7695013741900983,0.4785698912832274,
OPENJPA,9,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,655,115,911,1024,0.8506493506493507,0.3901131625967838,0.8302979007972582,0.2371669408760091,
OPENJPA,10,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,606,1623,1793,1249,0.2718707940780619,0.3266846361185984,0.4737319069291806,-0.14189585201189936,
OPENJPA,11,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,510,2034,558,118,0.20047169811320756,0.8121019108280255,0.5549381487379099,0.012700012082222942,
OPENJPA,12,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,393,440,2607,311,0.4717887154861945,0.5582386363636364,0.816470000298356,0.38659809865075584,
OPENJPA,13,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,409,1162,2035,253,0.2603437301082113,0.6178247734138973,0.7256902477492589,0.16469855409312611,
OPENJPA,14,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,307,379,2754,352,0.44752186588921283,0.4658573596358118,0.7301047103935927,0.33939675297872396,
OPENJPA,15,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,322,546,2640,321,0.3709677419354839,0.5007776049766719,0.7285633882294135,0.289038502187982,
OPENJPA,16,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,132,634,3034,73,0.17232375979112272,0.6439024390243903,0.7950574513923984,0.2055380005297938,
OPENJPA,17,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,417,3497,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,41,8,670,315,0.8367346938775511,0.1151685393258427,0.7013295051539558,0.1299878608530746,
OPENJPA,2,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,193,146,696,190,0.5693215339233039,0.5039164490861618,0.7581367873334036,0.34120388747327046,
OPENJPA,3,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,125,41,818,320,0.7530120481927711,0.2808988764044944,0.7913330106865836,0.2746670282463589,
OPENJPA,4,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,79,47,872,390,0.626984126984127,0.16844349680170576,0.671793759324008,0.14288540453769538,
OPENJPA,5,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,223,548,1038,370,0.2892347600518807,0.3760539629005059,0.585646646776495,0.027908152107884786,
OPENJPA,6,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,245,157,1467,349,0.6094527363184079,0.41245791245791247,0.7284985528520012,0.35184851508935333,
OPENJPA,7,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,213,1195,752,1261,0.1512784090909091,0.14450474898236093,0.2776433353612941,-0.4718262364199029,
OPENJPA,8,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,1477,818,24,51,0.6435729847494553,0.9666230366492147,0.6898962828468742,-0.00612606803159771,
OPENJPA,9,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,1516,600,426,163,0.7164461247637051,0.9029184038117928,0.7252466252654335,0.34685138706440344,
OPENJPA,10,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,604,1890,1526,1251,0.2421812349639134,0.3256064690026954,0.3764764829532184,-0.21106034530872617,
OPENJPA,11,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,458,1941,651,170,0.1909128803668195,0.7292993630573248,0.5214556548321145,-0.009448459680097276,
OPENJPA,12,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,179,208,2839,525,0.4625322997416021,0.25426136363636365,0.654112325461706,0.22493992154917136,
OPENJPA,13,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,159,308,2889,503,0.3404710920770878,0.24018126888217523,0.6457285767340416,0.16286037486127494,
OPENJPA,14,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,80,47,3086,579,0.6299212598425197,0.12139605462822459,0.7070058465200104,0.1561728838310124,
OPENJPA,15,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,254,328,2858,389,0.436426116838488,0.39502332814930013,0.7024438176743314,0.3035661693733222,
OPENJPA,16,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,88,303,3365,117,0.22506393861892582,0.4292682926829268,0.7429043540708036,0.2427087920938475,
OPENJPA,17,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,3854,60,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,89,36,642,267,0.712,0.25,0.6030107553611084,0.2327686272204997,
OPENJPA,2,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,213,319,523,170,0.40037593984962405,0.556135770234987,0.5497571987621168,0.1602802500269849,
OPENJPA,3,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,145,118,741,300,0.5513307984790875,0.3258426966292135,0.6465801624569986,0.20908001311738006,
OPENJPA,4,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,181,242,677,288,0.42789598108747046,0.3859275053304904,0.5413052103078576,0.12561421191886102,
OPENJPA,5,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,145,86,1500,448,0.6277056277056277,0.24451939291736932,0.6628663750481129,0.2352526732959587,
OPENJPA,6,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,158,64,1560,436,0.7117117117117117,0.265993265993266,0.584051724137931,0.2827354619726911,
OPENJPA,7,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,154,112,1835,1320,0.5789473684210527,0.1044776119402985,0.5746641494864938,0.05214407941224044,
OPENJPA,8,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,285,14,828,1243,0.9531772575250836,0.18651832460732984,0.531035865739762,0.12796385272020805,
OPENJPA,9,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,864,339,687,815,0.7182044887780549,0.5145920190589637,0.6599021045433383,0.16894116719948374,
OPENJPA,10,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,399,1709,1707,1456,0.18927893738140417,0.21509433962264152,0.40440198968545044,-0.2765795043009825,
OPENJPA,11,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,240,478,2114,388,0.3342618384401114,0.3821656050955414,0.6403869451324998,0.18756802994599553,
OPENJPA,12,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,196,84,2963,508,0.7,0.2784090909090909,0.6364463835516305,0.32642874302645297,
OPENJPA,13,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,191,346,2851,471,0.35567970204841715,0.28851963746223563,0.5911615118781108,0.194882318556939,
OPENJPA,14,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,49,24,3109,610,0.6712328767123288,0.07435508345978756,0.5436050327247224,0.10277996514314035,
OPENJPA,15,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,95,122,3064,548,0.4377880184331797,0.14774494556765164,0.5931842167179701,0.1487943440311782,
OPENJPA,16,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,101,931,2737,104,0.09786821705426356,0.4926829268292683,0.6363792323855627,0.08224450813811393,
OPENJPA,17,IBK,OVERSAMPLING,NO,SENSITIVE LEARNING,0,75,3839,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,SMOTE,NO,NO,128,7,671,228,0.9481481481481482,0.3595505617977528,0.9699069470683769,0.40960799273034737,
OPENJPA,2,RANDOM FOREST,SMOTE,NO,NO,383,516,326,0,0.42602892102335926,1.0,0.9961703763884324,0.28318379344443734,
OPENJPA,3,RANDOM FOREST,SMOTE,NO,NO,397,9,850,48,0.9778325123152709,0.8921348314606742,0.9842814351676237,0.9006793485523087,
OPENJPA,4,RANDOM FOREST,SMOTE,NO,NO,299,23,896,170,0.9285714285714286,0.6375266524520256,0.9808148747943788,0.6634081862410035,
OPENJPA,5,RANDOM FOREST,SMOTE,NO,NO,532,235,1351,61,0.6936114732724902,0.897133220910624,0.9558813522197814,0.6859524252377814,
OPENJPA,6,RANDOM FOREST,SMOTE,NO,NO,586,13,1611,8,0.9782971619365609,0.9865319865319865,0.9974218788873961,0.9759219876120596,
OPENJPA,7,RANDOM FOREST,SMOTE,NO,NO,592,430,1517,882,0.5792563600782779,0.4016282225237449,0.5218415207893855,0.18776972688908364,
OPENJPA,8,RANDOM FOREST,SMOTE,NO,NO,1478,26,816,50,0.9827127659574468,0.9672774869109948,0.9850094358980737,0.9304452860964715,
OPENJPA,9,RANDOM FOREST,SMOTE,NO,NO,1595,158,868,84,0.9098687963491158,0.9499702203692674,0.9431769235145305,0.8072968213586986,
OPENJPA,10,RANDOM FOREST,SMOTE,NO,NO,1673,349,3067,182,0.8273986152324432,0.9018867924528302,0.9437831798354974,0.7836020697930044,
OPENJPA,11,RANDOM FOREST,SMOTE,NO,NO,597,1562,1030,31,0.2765169059749884,0.9506369426751592,0.8128031743925455,0.18091618022124306,
OPENJPA,12,RANDOM FOREST,SMOTE,NO,NO,537,43,3004,167,0.9258620689655173,0.7627840909090909,0.9828345037592864,0.8030549718924985,
OPENJPA,13,RANDOM FOREST,SMOTE,NO,NO,517,71,3126,145,0.8792517006802721,0.7809667673716012,0.9746802846702016,0.7939443859669073,
OPENJPA,14,RANDOM FOREST,SMOTE,NO,NO,634,3,3130,25,0.9952904238618524,0.9620637329286799,0.9976969428672311,0.973943683056081,
OPENJPA,15,RANDOM FOREST,SMOTE,NO,NO,641,15,3171,2,0.9771341463414634,0.9968895800933126,0.999296592108359,0.9842399561286169,
OPENJPA,16,RANDOM FOREST,SMOTE,NO,NO,196,448,3220,9,0.30434782608695654,0.9560975609756097,0.9420432481314999,0.41472195208087453,
OPENJPA,17,RANDOM FOREST,SMOTE,NO,NO,0,173,3741,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,SMOTE,NO,NO,64,14,664,292,0.8205128205128205,0.1797752808988764,0.7711482052301879,0.1953512028889679,
OPENJPA,2,NAIVE BAYES,SMOTE,NO,NO,136,104,738,247,0.5666666666666667,0.35509138381201044,0.8102615307331171,0.25781283713222913,
OPENJPA,3,NAIVE BAYES,SMOTE,NO,NO,129,54,805,316,0.7049180327868853,0.2898876404494382,0.8686204235392604,0.26455928126552863,
OPENJPA,4,NAIVE BAYES,SMOTE,NO,NO,95,56,863,374,0.6291390728476821,0.2025586353944563,0.8197215384294136,0.16981258050247464,
OPENJPA,5,NAIVE BAYES,SMOTE,NO,NO,235,536,1050,358,0.30479896238651105,0.3962900505902192,0.6873114031077153,0.05332231806584867,
OPENJPA,6,NAIVE BAYES,SMOTE,NO,NO,174,55,1569,420,0.759825327510917,0.29292929292929293,0.955461325073394,0.3217614438875164,
OPENJPA,7,NAIVE BAYES,SMOTE,NO,NO,207,1185,762,1267,0.14870689655172414,0.14043419267299864,0.30855196632051957,-0.4713797827387268,
OPENJPA,8,NAIVE BAYES,SMOTE,NO,NO,1488,824,18,40,0.643598615916955,0.9738219895287958,0.9427379338647698,-0.006068800704358478,
OPENJPA,9,NAIVE BAYES,SMOTE,NO,NO,581,208,818,1098,0.7363751584283904,0.34603930911256703,0.7926423414104051,0.12262528194615739,
OPENJPA,10,NAIVE BAYES,SMOTE,NO,NO,464,1448,1968,1391,0.24267782426778242,0.2501347708894879,0.4852192315218695,-0.17254143970653651,
OPENJPA,11,NAIVE BAYES,SMOTE,NO,NO,497,2113,479,131,0.19042145593869733,0.7914012738853503,0.5575782540103799,-0.010839092358915564,
OPENJPA,12,NAIVE BAYES,SMOTE,NO,NO,149,100,2947,555,0.5983935742971888,0.21164772727272727,0.8846581119282751,0.23795892883340536,
OPENJPA,13,NAIVE BAYES,SMOTE,NO,NO,174,276,2921,488,0.38666666666666666,0.2628398791540785,0.7692337132527001,0.2021784874633598,
OPENJPA,14,NAIVE BAYES,SMOTE,NO,NO,75,33,3100,584,0.6944444444444444,0.11380880121396054,0.9614941440352758,0.15417118563185936,
OPENJPA,15,NAIVE BAYES,SMOTE,NO,NO,166,158,3028,477,0.5123456790123457,0.2581648522550544,0.9419666523153883,0.2600637435601381,
OPENJPA,16,NAIVE BAYES,SMOTE,NO,NO,82,249,3419,123,0.24773413897280966,0.4,0.9071042902359231,0.2574257119560791,
OPENJPA,17,NAIVE BAYES,SMOTE,NO,NO,0,147,3767,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,SMOTE,NO,NO,254,19,659,102,0.9304029304029304,0.7134831460674157,0.8419488084584534,0.7256332097980307,
OPENJPA,2,IBK,SMOTE,NO,NO,324,191,651,59,0.629126213592233,0.8459530026109661,0.8143686857724056,0.5659476160780089,
OPENJPA,3,IBK,SMOTE,NO,NO,399,9,850,46,0.9779411764705882,0.8966292134831461,0.9350721377091209,0.9042702004292624,
OPENJPA,4,IBK,SMOTE,NO,NO,453,109,810,16,0.806049822064057,0.9658848614072495,0.9222467640037029,0.8080480422006656,
OPENJPA,5,IBK,SMOTE,NO,NO,508,230,1356,85,0.6883468834688347,0.8566610455311973,0.8523840561064457,0.6610412640908729,
OPENJPA,6,IBK,SMOTE,NO,NO,574,62,1562,20,0.9025157232704403,0.9663299663299664,0.9633231950042295,0.9077975354004821,
OPENJPA,7,IBK,SMOTE,NO,NO,586,88,1859,888,0.8694362017804155,0.39755766621438265,0.6816178248692105,0.3772291935100001,
OPENJPA,8,IBK,SMOTE,NO,NO,1470,36,806,58,0.9760956175298805,0.9620418848167539,0.9565291906579946,0.9139261986118773,
OPENJPA,9,IBK,SMOTE,NO,NO,1004,201,825,675,0.833195020746888,0.5979749851101847,0.6991322691614219,0.36892482482562466,
OPENJPA,10,IBK,SMOTE,NO,NO,1588,2802,614,267,0.36173120728929387,0.8560646900269542,0.5217433261581774,0.027286980934722656,
OPENJPA,11,IBK,SMOTE,NO,NO,585,1433,1159,43,0.2898909811694747,0.9315286624203821,0.699784552665723,0.20596266451391304,
OPENJPA,12,IBK,SMOTE,NO,NO,635,207,2840,69,0.7541567695961995,0.9019886363636364,0.9159060141122416,0.7755990558165043,
OPENJPA,13,IBK,SMOTE,NO,NO,484,163,3034,178,0.7480680061823802,0.7311178247734139,0.8327371204310687,0.6862977832332053,
OPENJPA,14,IBK,SMOTE,NO,NO,620,1172,1961,39,0.34598214285714285,0.9408194233687405,0.7839456333213377,0.3375808674016954,
OPENJPA,15,IBK,SMOTE,NO,NO,624,46,3140,19,0.9313432835820895,0.9704510108864697,0.977499733964399,0.9402559905440826,
OPENJPA,16,IBK,SMOTE,NO,NO,184,453,3215,21,0.28885400313971743,0.8975609756097561,0.8871452509508737,0.3880447855525655,
OPENJPA,17,IBK,SMOTE,NO,NO,0,178,3736,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,0,0,678,356,NaN,0.0,0.5,0.0,
OPENJPA,2,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,58,0,842,325,1.0,0.1514360313315927,0.5757180156657964,0.1969999818474094,
OPENJPA,3,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,57,0,859,388,1.0,0.12808988764044943,0.5640449438202247,0.16216189362752104,
OPENJPA,4,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,15,0,919,454,1.0,0.031982942430703626,0.5159914712153518,0.04191740583407603,
OPENJPA,5,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,145,1,1585,448,0.9931506849315068,0.24451939291736932,0.6219444379467048,0.3192164912585895,
OPENJPA,6,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,180,0,1624,414,1.0,0.30303030303030304,0.6515151515151515,0.38900998874170584,
OPENJPA,7,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,190,3,1944,1284,0.9844559585492227,0.12890094979647218,0.5636800588735827,0.1423915768362997,
